0 years,1 years,2 years,3 years,4 years,5 years,6 years,7 years,8 years,9 years,10 years,11 years,12 years,13 years,14 years,15 years,16 years,17 years
0.0252169331830008,0.0252169331830008,0.0250740947930645,0.0251503465590717,0.00740333012546701,0.00758419534561903,0.00788362718518198,0.00814922046168283,0.00850050557823027,0,0,0,0,0,0,0,0,0
0.0252169331830008,0.0252169331830008,0.0250740947930645,0.0251503465590717,0.0251967740010879,0.00758419534561903,0.00788362718518198,0.00814922046168283,0.00850050557823027,0.00905472782165161,0,0,0,0,0,0,0,0
0.0541209072329145,0.0252169331830008,0.0250740947930645,0.0251503465590717,0.0251967740010879,0.0253022115447596,0.00788362718518198,0.00814922046168283,0.00850050557823027,0.00905472782165161,0.00985139113906983,0,0,0,0,0,0,0
0.0541209072329145,0.0541209072329145,0.0250740947930645,0.0251503465590717,0.0251967740010879,0.0253022115447596,0.0257486655330695,0.00814922046168283,0.00850050557823027,0.00905472782165161,0.00985139113906983,0.0109745854788273,0,0,0,0,0,0
0.0541209072329145,0.0541209072329145,0.0540972234525696,0.0251503465590717,0.0251967740010879,0.0253022115447596,0.0257486655330695,0.0258678145960123,0.00850050557823027,0.00905472782165161,0.00985139113906983,0.0109745854788273,0.0122474261293545,0,0,0,0,0
0.0541209072329145,0.0541209072329145,0.0540972234525696,0.0543663542056763,0.0251967740010879,0.0253022115447596,0.0257486655330695,0.0258678145960123,0.0273735792676465,0.00905472782165161,0.00985139113906983,0.0109745854788273,0.0122474261293545,0.0128689235975246,0,0,0,0
0.0541209072329145,0.0541209072329145,0.0540972234525696,0.0543663542056763,0.0551421857311368,0.0253022115447596,0.0257486655330695,0.0258678145960123,0.0273735792676465,0.0291587335645128,0.00985139113906983,0.0109745854788273,0.0122474261293545,0.0128689235975246,0.0122373201979988,0,0,0
0.0904919829513603,0.0541209072329145,0.0540972234525696,0.0543663542056763,0.0551421857311368,0.0555478829836129,0.0257486655330695,0.0258678145960123,0.0273735792676465,0.0291587335645128,0.031368679139093,0.0109745854788273,0.0122474261293545,0.0128689235975246,0.0122373201979988,0.0113578779916663,0,0
0.0904919829513603,0.0904919829513603,0.0540972234525696,0.0543663542056763,0.0551421857311368,0.0555478829836129,0.0554147432978795,0.0258678145960123,0.0273735792676465,0.0291587335645128,0.031368679139093,0.0333917716463519,0.0122474261293545,0.0128689235975246,0.0122373201979988,0.0113578779916663,0.01080217256723,0
0.0904919829513603,0.0904919829513603,0.0905982012570367,0.0543663542056763,0.0551421857311368,0.0555478829836129,0.0554147432978795,0.0544335518989218,0.0273735792676465,0.0291587335645128,0.031368679139093,0.0333917716463519,0.0360992760216657,0.0128689235975246,0.0122373201979988,0.0113578779916663,0.01080217256723,0.0104035901815817
0.0904919829513603,0.0904919829513603,0.0905982012570367,0.0905885328988505,0.0551421857311368,0.0555478829836129,0.0554147432978795,0.0544335518989218,0.0545886328905504,0.0291587335645128,0.031368679139093,0.0333917716463519,0.0360992760216657,0.036295997711866,0.0122373201979988,0.0113578779916663,0.01080217256723,0.0104035901815817
0.0904919829513603,0.0904919829513603,0.0905982012570367,0.0905885328988505,0.0903808393897546,0.0555478829836129,0.0554147432978795,0.0544335518989218,0.0545886328905504,0.0565287038130707,0.031368679139093,0.0333917716463519,0.0360992760216657,0.036295997711866,0.0326417081454848,0.0113578779916663,0.01080217256723,0.0104035901815817
0.0659096630599575,0.0904919829513603,0.0905982012570367,0.0905885328988505,0.0903808393897546,0.0898865966247662,0.0554147432978795,0.0544335518989218,0.0545886328905504,0.0565287038130707,0.0584463903350253,0.0333917716463519,0.0360992760216657,0.036295997711866,0.0326417081454848,0.0306016287238922,0.01080217256723,0.0104035901815817
0.0659096630599575,0.0659096630599575,0.0905982012570367,0.0905885328988505,0.0903808393897546,0.0898865966247662,0.0892932364508798,0.0544335518989218,0.0545886328905504,0.0565287038130707,0.0584463903350253,0.0605002103203724,0.0360992760216657,0.036295997711866,0.0326417081454848,0.0306016287238922,0.0296519005205051,0.0104035901815817
0.0659096630599575,0.0659096630599575,0.0661579912319098,0.0905885328988505,0.0903808393897546,0.0898865966247662,0.0892932364508798,0.0860472410964084,0.0545886328905504,0.0565287038130707,0.0584463903350253,0.0605002103203724,0.0637269888176042,0.036295997711866,0.0326417081454848,0.0306016287238922,0.0296519005205051,0.0288935768732557
0.0659096630599575,0.0659096630599575,0.0661579912319098,0.0660428110183158,0.0903808393897546,0.0898865966247662,0.0892932364508798,0.0860472410964084,0.0862832011900915,0.0565287038130707,0.0584463903350253,0.0605002103203724,0.0637269888176042,0.06423835696102179,0.0326417081454848,0.0306016287238922,0.0296519005205051,0.0288935768732557
0.0659096630599575,0.0659096630599575,0.0661579912319098,0.0660428110183158,0.0654306778982794,0.0898865966247662,0.0892932364508798,0.0860472410964084,0.0862832011900915,0.0902278348340424,0.0584463903350253,0.0605002103203724,0.0637269888176042,0.06423835696102179,0.0627569467291803,0.0306016287238922,0.0296519005205051,0.0288935768732557
0.0167688846079994,0.0659096630599575,0.0661579912319098,0.0660428110183158,0.0654306778982794,0.0645113994475368,0.0892932364508798,0.0860472410964084,0.0862832011900915,0.0902278348340424,0.0920072510153033,0.0605002103203724,0.0637269888176042,0.06423835696102179,0.0627569467291803,0.0625936191794917,0.0296519005205051,0.0288935768732557
0.0167688846079994,0.0167688846079994,0.0661579912319098,0.0660428110183158,0.0654306778982794,0.0645113994475368,0.0633015453149347,0.0860472410964084,0.0862832011900915,0.0902278348340424,0.0920072510153033,0.0928232462097987,0.0637269888176042,0.06423835696102179,0.0627569467291803,0.0625936191794917,0.0624591405267176,0.0288935768732557
0.0167688846079994,0.0167688846079994,0.0169134190247506,0.0660428110183158,0.0654306778982794,0.0645113994475368,0.0633015453149347,0.0609328798581312,0.0862832011900915,0.0902278348340424,0.0920072510153033,0.0928232462097987,0.0970984398913917,0.06423835696102179,0.0627569467291803,0.0625936191794917,0.0624591405267176,0.0633161864017164
0.0167688846079994,0.0167688846079994,0.0169134190247506,0.0168882101118012,0.0654306778982794,0.0645113994475368,0.0633015453149347,0.0609328798581312,0.0608481680387797,0.0902278348340424,0.0920072510153033,0.0928232462097987,0.0970984398913917,0.0988351656799637,0.0627569467291803,0.0625936191794917,0.0624591405267176,0.0633161864017164
0.0167688846079994,0.0167688846079994,0.0169134190247506,0.0168882101118012,0.0166871523261206,0.0645113994475368,0.0633015453149347,0.0609328798581312,0.0608481680387797,0.0626122741782714,0.0920072510153033,0.0928232462097987,0.0970984398913917,0.0988351656799637,0.0974795556915982,0.0625936191794917,0.0624591405267176,0.0633161864017164
0.00140933383352619,0.0167688846079994,0.0169134190247506,0.0168882101118012,0.0166871523261206,0.0162060437134256,0.0633015453149347,0.0609328798581312,0.0608481680387797,0.0626122741782714,0.0621232652009424,0.0928232462097987,0.0970984398913917,0.0988351656799637,0.0974795556915982,0.0987932480257195,0.0624591405267176,0.0633161864017164
0.00140933383352619,0.00140933383352619,0.0169134190247506,0.0168882101118012,0.0166871523261206,0.0162060437134256,0.0155115996671991,0.0609328798581312,0.0608481680387797,0.0626122741782714,0.0621232652009424,0.0606520438669302,0.0970984398913917,0.0988351656799637,0.0974795556915982,0.0987932480257195,0.0983026242074429,0.0633161864017164
0.00140933383352619,0.00140933383352619,0.00144535811749222,0.0168882101118012,0.0166871523261206,0.0162060437134256,0.0155115996671991,0.0146576411958297,0.0608481680387797,0.0626122741782714,0.0621232652009424,0.0606520438669302,0.0605935948195666,0.0988351656799637,0.0974795556915982,0.0987932480257195,0.0983026242074429,0.097939245648036
0.00140933383352619,0.00140933383352619,0.00144535811749222,0.00143043827028329,0.0166871523261206,0.0162060437134256,0.0155115996671991,0.0146576411958297,0.0141279285637499,0.0626122741782714,0.0621232652009424,0.0606520438669302,0.0605935948195666,0.0589798636060621,0.0974795556915982,0.0987932480257195,0.0983026242074429,0.097939245648036
0.00140933383352619,0.00140933383352619,0.00144535811749222,0.00143043827028329,0.00134299028870795,0.0162060437134256,0.0155115996671991,0.0146576411958297,0.0141279285637499,0.0134892213139495,0.0621232652009424,0.0606520438669302,0.0605935948195666,0.0589798636060621,0.0557167303489591,0.0987932480257195,0.0983026242074429,0.097939245648036
0,0.00140933383352619,0.00144535811749222,0.00143043827028329,0.00134299028870795,0.00117941579909794,0.0155115996671991,0.0146576411958297,0.0141279285637499,0.0134892213139495,0.0125666333143392,0.0606520438669302,0.0605935948195666,0.0589798636060621,0.0557167303489591,0.0534655741730726,0.0983026242074429,0.097939245648036
0,0,0.00144535811749222,0.00143043827028329,0.00134299028870795,0.00117941579909794,0.00106287174682547,0.0146576411958297,0.0141279285637499,0.0134892213139495,0.0125666333143392,0.0118016722269096,0.0605935948195666,0.0589798636060621,0.0557167303489591,0.0534655741730726,0.0511827714513056,0.097939245648036
0,0,0,0.00143043827028329,0.00134299028870795,0.00117941579909794,0.00106287174682547,9.67872000226826e-4,0.0141279285637499,0.0134892213139495,0.0125666333143392,0.0118016722269096,0.0114377837644225,0.0589798636060621,0.0557167303489591,0.0534655741730726,0.0511827714513056,0.0496673708648701
0,0,0,0,0.00134299028870795,0.00117941579909794,0.00106287174682547,9.67872000226826e-4,8.98054393279474e-4,0.0134892213139495,0.0125666333143392,0.0118016722269096,0.0114377837644225,0.0108624808451696,0.0557167303489591,0.0534655741730726,0.0511827714513056,0.0496673708648701
