0 years,1 years,2 years,3 years,4 years,5 years,6 years,7 years,8 years,9 years,10 years,11 years,12 years,13 years,14 years,15 years,16 years,17 years
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00740886073686626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00740886073686626,0.00740886073686626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00740886073686626,0.00740886073686626,0.00745020410048324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00740886073686626,0.00740886073686626,0.00745020410048324,0.00753079181589533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00740886073686626,0.00740886073686626,0.00745020410048324,0.00753079181589533,0.00757110788212131,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0319981091324623,0.00740886073686626,0.00745020410048324,0.00753079181589533,0.00757110788212131,0.00753634019866123,0,0,0,0,0,0,0,0,0,0,0,0
0.0319981091324623,0.0319981091324623,0.00745020410048324,0.00753079181589533,0.00757110788212131,0.00753634019866123,0.00752357214284738,0,0,0,0,0,0,0,0,0,0,0
0.0319981091324623,0.0319981091324623,0.0324340868250746,0.00753079181589533,0.00757110788212131,0.00753634019866123,0.00752357214284738,0.00756810957567389,0,0,0,0,0,0,0,0,0,0
