X0.years,X1.years,X2.years,X3.years,X4.years,X5.years,X6.years,X7.years,X8.years,X9.years,X10.years,X11.years,X12.years,X13.years,X14.years,X15.years,X16.years,X17.years
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0017703364160816804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0017703364160816804,0.0017703572830781312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0017703364160816804,0.0017703572830781312,0.0017704061875488373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0017703364160816804,0.0017703572830781312,0.0017704061875488373,0.0018917880832246727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0017703364160816804,0.0017703572830781312,0.0017704061875488373,0.0018917880832246727,0.0018920994804584661,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010546311904368425,0.0017703572830781312,0.0017704061875488373,0.0018917880832246727,0.0018920994804584661,0.0020580854417289445,0,0,0,0,0,0,0,0,0,0,0,0
0.010546311904368425,0.01054643621399177,0.0017704061875488373,0.0018917880832246727,0.0018920994804584661,0.0020580854417289445,0.002058062557291886,0,0,0,0,0,0,0,0,0,0,0
