X0.years,X1.years,X2.years,X3.years,X4.years,X5.years,X6.years,X7.years,X8.years,X9.years,X10.years,X11.years,X12.years,X13.years,X14.years,X15.years,X16.years,X17.years
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007173350458533831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007173350458533831,0.0071731176778519826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007173350458533831,0.0071731176778519826,0.007173023439418082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007173350458533831,0.0071731176778519826,0.007173023439418082,0.00717332778296776,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007173350458533831,0.0071731176778519826,0.007173023439418082,0.00717332778296776,0.007174172627263183,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04017266527943431,0.0071731176778519826,0.007173023439418082,0.00717332778296776,0.007174172627263183,0.007687389950152625,0,0,0,0,0,0,0,0,0,0,0,0
0.04017266527943431,0.04017136164587152,0.007173023439418082,0.00717332778296776,0.007174172627263183,0.007687389950152625,0.008326012812164572,0,0,0,0,0,0,0,0,0,0,0
0.04017266527943431,0.04017136164587152,0.04017083388564519,0.00717332778296776,0.007174172627263183,0.007687389950152625,0.008326012812164572,0.009250134900681446,0,0,0,0,0,0,0,0,0,0
