year,age,gender,fertility_rate,country
2014,40-44,Male,38.880201188843166,France
2014,45-49,Male,13.94884792626728,France
2014,50-54,Male,4.740566037735849,France
2014,55-59,Male,1.7606490872210954,France
2014,60-64,Male,0.6248688352570829,France
2014,65+,Male,0.026903148664806698,France
2015,15-19,Male,1.3251533742331287,France
2015,20-24,Male,20.834221748400854,France
2015,25-29,Male,84.68226729069163,France
2015,30-34,Male,127.057418699187,France
2015,35-39,Male,92.33714285714285,France
2015,40-44,Male,38.18097876269621,France
2015,45-49,Male,13.885306310456011,France
2015,50-54,Male,4.842302292934019,France
2015,55-59,Male,1.7746975806451613,France
2015,60-64,Male,0.6585751978891821,France
2015,65+,Male,0.02703224560726009,France
2016,15-19,Male,1.2620020429009193,France
2016,20-24,Male,19.407268840192412,France
2016,25-29,Male,81.40104712041885,France
2016,30-34,Male,123.75645569620254,France
2016,35-39,Male,93.22065727699531,France
2016,40-44,Male,38.435680751173706,France
2016,45-49,Male,13.85970561177553,France
2016,50-54,Male,4.867537313432836,France
2016,55-59,Male,1.7957957957957957,France
2016,60-64,Male,0.6290408055113937,France
2016,65+,Male,0.019887429643527205,France
2017,15-19,Male,1.1947985721570626,France
2017,20-24,Male,18.305674518201286,France
2017,25-29,Male,78.31147540983606,France
2017,30-34,Male,121.3936170212766,France
2017,35-39,Male,92.22383419689119,France
2017,40-44,Male,39.0091478093404,France
2017,45-49,Male,14.355474118185983,France
2017,50-54,Male,5.007459207459207,France
2017,55-59,Male,1.761645193260654,France
2017,60-64,Male,0.6374734607218684,France
2017,65+,Male,0.025050283415615285,France
2018,15-19,Male,1.1947985721570626,France
2018,20-24,Male,18.305674518201286,France
2018,25-29,Male,78.31147540983606,France
2018,30-34,Male,121.3936170212766,France
2018,35-39,Male,92.22383419689119,France
2018,40-44,Male,39.0091478093404,France
2018,45-49,Male,14.355474118185983,France
2018,50-54,Male,5.007459207459207,France
2018,55-59,Male,1.761645193260654,France
2018,60-64,Male,0.6374734607218684,France
2018,65+,Male,0.025050283415615285,France
2019,15-19,Male,1.1947985721570626,France
2019,20-24,Male,18.305674518201286,France
2019,25-29,Male,78.31147540983606,France
2019,30-34,Male,121.3936170212766,France
2019,35-39,Male,92.22383419689119,France
2019,40-44,Male,39.0091478093404,France
2019,45-49,Male,14.355474118185983,France
2019,50-54,Male,5.007459207459207,France
2019,55-59,Male,1.761645193260654,France
2019,60-64,Male,0.6374734607218684,France
2019,65+,Male,0.025050283415615285,France
2002,15-19,Female,10.3119597482653,France
2003,15-19,Female,10.261650202820599,France
2004,15-19,Female,10.2380698433547,France
2005,15-19,Female,10.1261530379837,France
2006,15-19,Female,10.0168321369743,France
2007,15-19,Female,9.96295650533649,France
2008,15-19,Female,9.83553190900545,France
2009,15-19,Female,9.618874833786029,France
2010,15-19,Female,9.40752229253787,France
2011,15-19,Female,9.24007790699962,France
2012,15-19,Female,8.93114083938759,France
2013,15-19,Female,8.43710727341675,France
2014,15-19,Female,7.90935433541942,France
2015,15-19,Female,7.175547268601719,France
2016,15-19,Female,6.54453728681336,France
2017,15-19,Female,6.18404787048686,France
2018,15-19,Female,6.08619598423672,France
2019,15-19,Female,6.14124076143448,France
2002,20-24,Female,60.6166914996044,France
2003,20-24,Female,60.7472662704487,France
2004,20-24,Female,60.8416561659739,France
2005,20-24,Female,61.0653988061951,France
2006,20-24,Female,60.127907439541005,France
2007,20-24,Female,59.412041354741795,France
2008,20-24,Female,60.1250963297565,France
2009,20-24,Female,60.218090506973205,France
2010,20-24,Female,59.310017420851,France
2011,20-24,Female,57.6856807528321,France
2012,20-24,Female,56.1167421692874,France
2013,20-24,Female,54.1655495588218,France
2014,20-24,Female,51.530421699197106,France
2015,20-24,Female,48.6241677534328,France
2016,20-24,Female,46.3567349282228,France
2017,20-24,Female,44.4906768116407,France
2018,20-24,Female,43.3681730631627,France
2019,20-24,Female,43.2253653882529,France
2002,25-29,Female,129.894574875654,France
2003,25-29,Female,129.42592469269402,France
2004,25-29,Female,128.907446519856,France
2005,25-29,Female,132.00294170705402,France
2006,25-29,Female,133.984046468134,France
2007,25-29,Female,132.72310654599002,France
2008,25-29,Female,132.341234209089,France
2009,25-29,Female,132.072398176147,France
2010,25-29,Female,130.900234346855,France
2011,25-29,Female,128.279741196165,France
2012,25-29,Female,126.744395274937,France
2013,25-29,Female,126.420179582939,France
2014,25-29,Female,124.52116230058199,France
2015,25-29,Female,119.909448158424,France
2016,25-29,Female,115.86422063065099,France
2017,25-29,Female,113.209970495736,France
2018,25-29,Female,112.26780244463299,France
2019,25-29,Female,112.267717629657,France
2002,30-34,Female,108.981475148567,France
2003,30-34,Female,111.4044911782,France
2004,30-34,Female,113.37718641322999,France
2005,30-34,Female,116.826946110942,France
2006,30-34,Female,116.91560454802901,France
2007,30-34,Female,117.22551136763,France
2008,30-34,Female,119.301557173414,France
2009,30-34,Female,121.99977527389801,France
2010,30-34,Female,124.38058112933601,France
2011,30-34,Female,125.335406308228,France
2012,30-34,Female,125.219116601651,France
2013,30-34,Female,125.01441801805399,France
2014,30-34,Female,124.346155506458,France
2015,30-34,Female,122.134462477434,France
2016,30-34,Female,121.04983452851401,France
2017,30-34,Female,120.184062418625,France
2018,30-34,Female,120.102347027676,France
2019,30-34,Female,120.608378380189,France
2002,35-39,Female,45.6340872810829,France
2003,35-39,Female,46.6480748646197,France
2004,35-39,Female,48.0322139877508,France
2005,35-39,Female,50.8394175196319,France
2006,35-39,Female,52.8774577124849,France
2007,35-39,Female,54.187150620530794,France
2008,35-39,Female,55.554206150081306,France
2009,35-39,Female,56.206271162654694,France
2010,35-39,Female,56.4416383419933,France
2011,35-39,Female,56.4924998393438,France
2012,35-39,Female,57.7000468029266,France
2013,35-39,Female,59.3851317230737,France
2014,35-39,Female,60.9100053893337,France
2015,35-39,Female,61.831452742305196,France
2016,35-39,Female,62.426008481502194,France
2017,35-39,Female,62.8419721635943,France
2018,35-39,Female,63.06546292052211,France
2019,35-39,Female,63.0746085293384,France
2002,40-44,Female,9.13956779783074,France
2003,40-44,Female,9.54180621710525,France
2004,40-44,Female,10.038711903447,France
2005,40-44,Female,10.5263790856002,France
2006,40-44,Female,10.8025446055792,France
2007,40-44,Female,11.088996291196,France
2008,40-44,Female,11.3192047022875,France
2009,40-44,Female,11.626043256841399,France
2010,40-44,Female,12.2474665086642,France
2011,40-44,Female,12.622032826726,France
2012,40-44,Female,12.960564495347,France
2013,40-44,Female,13.5868630524851,France
2014,40-44,Female,13.6264143392767,France
2015,40-44,Female,13.4431109155886,France
2016,40-44,Female,13.7195765525373,France
2017,40-44,Female,14.0649313226677,France
2018,40-44,Female,14.2484887146465,France
2019,40-44,Female,14.2712812083401,France
2002,45-49,Female,0.384285465723718,France
2003,45-49,Female,0.429584610345505,France
2004,45-49,Female,0.472828431599865,France
2005,45-49,Female,0.488136816168032,France
2006,45-49,Female,0.495274518598074,France
2007,45-49,Female,0.527639558902666,France
2008,45-49,Female,0.570285749029026,France
2009,45-49,Female,0.623471236800727,France
2010,45-49,Female,0.6623877822280351,France
2011,45-49,Female,0.673591755189448,France
2012,45-49,Female,0.698239397838658,France
2013,45-49,Female,0.746081050639732,France
2014,45-49,Female,0.780881119001704,France
2015,45-49,Female,0.7856840685849821,France
2016,45-49,Female,0.82682299458541,France
2017,45-49,Female,0.8945438893838851,France
2018,45-49,Female,0.929644718873972,France
2019,45-49,Female,0.9293003944539551,France
2002,50-54,Female,NA,France
2003,50-54,Female,NA,France
2004,50-54,Female,NA,France
2005,50-54,Female,NA,France
2006,50-54,Female,NA,France
2007,50-54,Female,NA,France
2008,50-54,Female,NA,France
2009,50-54,Female,NA,France
2010,50-54,Female,NA,France
2011,50-54,Female,NA,France
2012,50-54,Female,NA,France
2013,50-54,Female,NA,France
2014,50-54,Female,NA,France
2015,50-54,Female,NA,France
2016,50-54,Female,NA,France
2017,50-54,Female,NA,France
2018,50-54,Female,NA,France
2019,50-54,Female,NA,France
2015,15-19,Male,14.863130075203154,Colombia
2015,20-24,Male,90.261669344046,Colombia
2015,25-29,Male,119.97155841094668,Colombia
2015,30-34,Male,115.52364316693098,Colombia
2015,35-39,Male,84.34056399397011,Colombia
2015,40-44,Male,51.13949882724313,Colombia
2015,45-49,Male,25.24577285947717,Colombia
2015,50-54,Male,10.407778264604868,Colombia
2015,55-59,Male,5.2259542399809265,Colombia
2015,60-64,Male,2.8669792883793237,Colombia
2015,65-69,Male,1.2338578058964986,Colombia
2015,70-74,Male,0.4147702554286622,Colombia
2015,75-79,Male,0.4293322649121329,Colombia
2015,80+,Male,NA,Colombia
2014,15-19,Male,14.863130075203154,Colombia
2014,20-24,Male,90.261669344046,Colombia
2014,25-29,Male,119.97155841094668,Colombia
2014,30-34,Male,115.52364316693098,Colombia
2014,35-39,Male,84.34056399397011,Colombia
2014,40-44,Male,51.13949882724313,Colombia
2014,45-49,Male,25.24577285947717,Colombia
2014,50-54,Male,10.407778264604868,Colombia
2014,55-59,Male,5.2259542399809265,Colombia
2014,60-64,Male,2.8669792883793237,Colombia
2014,65-69,Male,1.2338578058964986,Colombia
2014,70-74,Male,0.4147702554286622,Colombia
2014,75-79,Male,0.4293322649121329,Colombia
2014,80+,Male,NA,Colombia
2013,15-19,Male,14.863130075203154,Colombia
2013,20-24,Male,90.261669344046,Colombia
2013,25-29,Male,119.97155841094668,Colombia
2013,30-34,Male,115.52364316693098,Colombia
2013,35-39,Male,84.34056399397011,Colombia
2013,40-44,Male,51.13949882724313,Colombia
2013,45-49,Male,25.24577285947717,Colombia
2013,50-54,Male,10.407778264604868,Colombia
2013,55-59,Male,5.2259542399809265,Colombia
2013,60-64,Male,2.8669792883793237,Colombia
2013,65-69,Male,1.2338578058964986,Colombia
2013,70-74,Male,0.4147702554286622,Colombia
2013,75-79,Male,0.4293322649121329,Colombia
2013,80+,Male,NA,Colombia
2012,15-19,Male,14.863130075203154,Colombia
2012,20-24,Male,90.261669344046,Colombia
2012,25-29,Male,119.97155841094668,Colombia
2012,30-34,Male,115.52364316693098,Colombia
2012,35-39,Male,84.34056399397011,Colombia
2012,40-44,Male,51.13949882724313,Colombia
2012,45-49,Male,25.24577285947717,Colombia
2012,50-54,Male,10.407778264604868,Colombia
2012,55-59,Male,5.2259542399809265,Colombia
2012,60-64,Male,2.8669792883793237,Colombia
2012,65-69,Male,1.2338578058964986,Colombia
2012,70-74,Male,0.4147702554286622,Colombia
2012,75-79,Male,0.4293322649121329,Colombia
2012,80+,Male,NA,Colombia
2011,15-19,Male,14.863130075203154,Colombia
2011,20-24,Male,90.261669344046,Colombia
2011,25-29,Male,119.97155841094668,Colombia
2011,30-34,Male,115.52364316693098,Colombia
2011,35-39,Male,84.34056399397011,Colombia
2011,40-44,Male,51.13949882724313,Colombia
2011,45-49,Male,25.24577285947717,Colombia
2011,50-54,Male,10.407778264604868,Colombia
2011,55-59,Male,5.2259542399809265,Colombia
2011,60-64,Male,2.8669792883793237,Colombia
2011,65-69,Male,1.2338578058964986,Colombia
2011,70-74,Male,0.4147702554286622,Colombia
2011,75-79,Male,0.4293322649121329,Colombia
2011,80+,Male,NA,Colombia
2010,15-19,Male,14.897693504169096,Colombia
2010,20-24,Male,98.92480861296433,Colombia
2010,25-29,Male,138.43836495683527,Colombia
2010,30-34,Male,134.71631779420852,Colombia
2010,35-39,Male,89.53038026175318,Colombia
2010,40-44,Male,58.71825526418574,Colombia
2010,45-49,Male,32.52678401412827,Colombia
2010,50-54,Male,16.711082664850434,Colombia
2010,55-59,Male,9.282571712834763,Colombia
2010,60-64,Male,4.537361877133036,Colombia
2010,65-69,Male,2.8254501281476077,Colombia
2010,70-74,Male,0.5692749014405167,Colombia
2010,75-79,Male,0.42333368800397636,Colombia
2010,80+,Male,NA,Colombia
2009,15-19,Male,14.897693504169096,Colombia
2009,20-24,Male,98.92480861296433,Colombia
2009,25-29,Male,138.43836495683527,Colombia
2009,30-34,Male,134.71631779420852,Colombia
2009,35-39,Male,89.53038026175318,Colombia
2009,40-44,Male,58.71825526418574,Colombia
2009,45-49,Male,32.52678401412827,Colombia
2009,50-54,Male,16.711082664850434,Colombia
2009,55-59,Male,9.282571712834763,Colombia
2009,60-64,Male,4.537361877133036,Colombia
2009,65-69,Male,2.8254501281476077,Colombia
2009,70-74,Male,0.5692749014405167,Colombia
2009,75-79,Male,0.42333368800397636,Colombia
2009,80+,Male,NA,Colombia
2008,15-19,Male,14.897693504169096,Colombia
2008,20-24,Male,98.92480861296433,Colombia
2008,25-29,Male,138.43836495683527,Colombia
2008,30-34,Male,134.71631779420852,Colombia
2008,35-39,Male,89.53038026175318,Colombia
2008,40-44,Male,58.71825526418574,Colombia
2008,45-49,Male,32.52678401412827,Colombia
2008,50-54,Male,16.711082664850434,Colombia
2008,55-59,Male,9.282571712834763,Colombia
2008,60-64,Male,4.537361877133036,Colombia
2008,65-69,Male,2.8254501281476077,Colombia
2008,70-74,Male,0.5692749014405167,Colombia
2008,75-79,Male,0.42333368800397636,Colombia
2008,80+,Male,NA,Colombia
2007,15-19,Male,14.897693504169096,Colombia
2007,20-24,Male,98.92480861296433,Colombia
2007,25-29,Male,138.43836495683527,Colombia
2007,30-34,Male,134.71631779420852,Colombia
2007,35-39,Male,89.53038026175318,Colombia
2007,40-44,Male,58.71825526418574,Colombia
2007,45-49,Male,32.52678401412827,Colombia
2007,50-54,Male,16.711082664850434,Colombia
2007,55-59,Male,9.282571712834763,Colombia
2007,60-64,Male,4.537361877133036,Colombia
2007,65-69,Male,2.8254501281476077,Colombia
2007,70-74,Male,0.5692749014405167,Colombia
2007,75-79,Male,0.42333368800397636,Colombia
2007,80+,Male,NA,Colombia
2006,15-19,Male,14.897693504169096,Colombia
2006,20-24,Male,98.92480861296433,Colombia
2006,25-29,Male,138.43836495683527,Colombia
2006,30-34,Male,134.71631779420852,Colombia
2006,35-39,Male,89.53038026175318,Colombia
2006,40-44,Male,58.71825526418574,Colombia
2006,45-49,Male,32.52678401412827,Colombia
2006,50-54,Male,16.711082664850434,Colombia
2006,55-59,Male,9.282571712834763,Colombia
2006,60-64,Male,4.537361877133036,Colombia
2006,65-69,Male,2.8254501281476077,Colombia
2006,70-74,Male,0.5692749014405167,Colombia
2006,75-79,Male,0.42333368800397636,Colombia
2006,80+,Male,NA,Colombia
2005,15-19,Male,13.131653236270747,Colombia
2005,20-24,Male,101.10386240991537,Colombia
2005,25-29,Male,149.06164502721353,Colombia
2005,30-34,Male,139.83717869237748,Colombia
2005,35-39,Male,104.6096752353374,Colombia
2005,40-44,Male,66.21887664314289,Colombia
2005,45-49,Male,34.15387707661385,Colombia
2005,50-54,Male,19.989992595595126,Colombia
2005,55-59,Male,10.31568959449051,Colombia
2005,60-64,Male,7.632034454593279,Colombia
2005,65-69,Male,1.0123558212554102,Colombia
2005,70-74,Male,0.5376708481830685,Colombia
2005,75-79,Male,0.32101582989087357,Colombia
2005,80+,Male,NA,Colombia
2004,15-19,Male,13.131653236270747,Colombia
2004,20-24,Male,101.10386240991537,Colombia
2004,25-29,Male,149.06164502721353,Colombia
2004,30-34,Male,139.83717869237748,Colombia
2004,35-39,Male,104.6096752353374,Colombia
2004,40-44,Male,66.21887664314289,Colombia
2004,45-49,Male,34.15387707661385,Colombia
2004,50-54,Male,19.989992595595126,Colombia
2004,55-59,Male,10.31568959449051,Colombia
2004,60-64,Male,7.632034454593279,Colombia
2004,65-69,Male,1.0123558212554102,Colombia
2004,70-74,Male,0.5376708481830685,Colombia
2004,75-79,Male,0.32101582989087357,Colombia
2004,80+,Male,NA,Colombia
2003,15-19,Male,13.131653236270747,Colombia
2003,20-24,Male,101.10386240991537,Colombia
2003,25-29,Male,149.06164502721353,Colombia
2003,30-34,Male,139.83717869237748,Colombia
2003,35-39,Male,104.6096752353374,Colombia
2003,40-44,Male,66.21887664314289,Colombia
2003,45-49,Male,34.15387707661385,Colombia
2003,50-54,Male,19.989992595595126,Colombia
2003,55-59,Male,10.31568959449051,Colombia
2003,60-64,Male,7.632034454593279,Colombia
2003,65-69,Male,1.0123558212554102,Colombia
2003,70-74,Male,0.5376708481830685,Colombia
2003,75-79,Male,0.32101582989087357,Colombia
2003,80+,Male,NA,Colombia
2002,15-19,Male,13.131653236270747,Colombia
2002,20-24,Male,101.10386240991537,Colombia
2002,25-29,Male,149.06164502721353,Colombia
2002,30-34,Male,139.83717869237748,Colombia
2002,35-39,Male,104.6096752353374,Colombia
2002,40-44,Male,66.21887664314289,Colombia
2002,45-49,Male,34.15387707661385,Colombia
2002,50-54,Male,19.989992595595126,Colombia
2002,55-59,Male,10.31568959449051,Colombia
2002,60-64,Male,7.632034454593279,Colombia
2002,65-69,Male,1.0123558212554102,Colombia
2002,70-74,Male,0.5376708481830685,Colombia
2002,75-79,Male,0.32101582989087357,Colombia
2002,80+,Male,NA,Colombia
2001,15-19,Male,13.131653236270747,Colombia
2001,20-24,Male,101.10386240991537,Colombia
2001,25-29,Male,149.06164502721353,Colombia
2001,30-34,Male,139.83717869237748,Colombia
2001,35-39,Male,104.6096752353374,Colombia
2001,40-44,Male,66.21887664314289,Colombia
2001,45-49,Male,34.15387707661385,Colombia
2001,50-54,Male,19.989992595595126,Colombia
2001,55-59,Male,10.31568959449051,Colombia
2001,60-64,Male,7.632034454593279,Colombia
2001,65-69,Male,1.0123558212554102,Colombia
2001,70-74,Male,0.5376708481830685,Colombia
2001,75-79,Male,0.32101582989087357,Colombia
2001,80+,Male,NA,Colombia
2016,15-19,Male,14.863130075203154,Colombia
2016,20-24,Male,90.261669344046,Colombia
2016,25-29,Male,119.97155841094668,Colombia
2016,30-34,Male,115.52364316693098,Colombia
2016,35-39,Male,84.34056399397011,Colombia
2016,40-44,Male,51.13949882724313,Colombia
2016,45-49,Male,25.24577285947717,Colombia
2016,50-54,Male,10.407778264604868,Colombia
2016,55-59,Male,5.2259542399809265,Colombia
2016,60-64,Male,2.8669792883793237,Colombia
2016,65-69,Male,1.2338578058964986,Colombia
2016,70-74,Male,0.4147702554286622,Colombia
2016,75-79,Male,0.4293322649121329,Colombia
2016,80+,Male,NA,Colombia
2017,15-19,Male,14.863130075203154,Colombia
2017,20-24,Male,90.261669344046,Colombia
2017,25-29,Male,119.97155841094668,Colombia
2017,30-34,Male,115.52364316693098,Colombia
2017,35-39,Male,84.34056399397011,Colombia
2017,40-44,Male,51.13949882724313,Colombia
2017,45-49,Male,25.24577285947717,Colombia
2017,50-54,Male,10.407778264604868,Colombia
2017,55-59,Male,5.2259542399809265,Colombia
2017,60-64,Male,2.8669792883793237,Colombia
2017,65-69,Male,1.2338578058964986,Colombia
2017,70-74,Male,0.4147702554286622,Colombia
2017,75-79,Male,0.4293322649121329,Colombia
2017,80+,Male,NA,Colombia
2018,15-19,Male,14.863130075203154,Colombia
2018,20-24,Male,90.261669344046,Colombia
2018,25-29,Male,119.97155841094668,Colombia
2018,30-34,Male,115.52364316693098,Colombia
2018,35-39,Male,84.34056399397011,Colombia
2018,40-44,Male,51.13949882724313,Colombia
2018,45-49,Male,25.24577285947717,Colombia
2018,50-54,Male,10.407778264604868,Colombia
2018,55-59,Male,5.2259542399809265,Colombia
2018,60-64,Male,2.8669792883793237,Colombia
2018,65-69,Male,1.2338578058964986,Colombia
2018,70-74,Male,0.4147702554286622,Colombia
2018,75-79,Male,0.4293322649121329,Colombia
2018,80+,Male,NA,Colombia
2019,15-19,Male,14.863130075203154,Colombia
2019,20-24,Male,90.261669344046,Colombia
2019,25-29,Male,119.97155841094668,Colombia
2019,30-34,Male,115.52364316693098,Colombia
2019,35-39,Male,84.34056399397011,Colombia
2019,40-44,Male,51.13949882724313,Colombia
2019,45-49,Male,25.24577285947717,Colombia
2019,50-54,Male,10.407778264604868,Colombia
2019,55-59,Male,5.2259542399809265,Colombia
2019,60-64,Male,2.8669792883793237,Colombia
2019,65-69,Male,1.2338578058964986,Colombia
2019,70-74,Male,0.4147702554286622,Colombia
2019,75-79,Male,0.4293322649121329,Colombia
2019,80+,Male,NA,Colombia
2015,15-19,Female,73.13199304936603,Colombia
2015,20-24,Female,119.59979600152356,Colombia
2015,25-29,Female,100.96842025728776,Colombia
2015,30-34,Female,72.66519851534136,Colombia
2015,35-39,Female,41.44329944621154,Colombia
2015,40-44,Female,14.033897237816275,Colombia
2015,45-49,Female,2.291492546055754,Colombia
2015,50-54,Female,NA,Colombia
2015,55-59,Female,NA,Colombia
2015,60-64,Female,NA,Colombia
2014,15-19,Female,73.13199304936603,Colombia
2014,20-24,Female,119.59979600152356,Colombia
2014,25-29,Female,100.96842025728776,Colombia
2014,30-34,Female,72.66519851534136,Colombia
2014,35-39,Female,41.44329944621154,Colombia
2014,40-44,Female,14.033897237816275,Colombia
2014,45-49,Female,2.291492546055754,Colombia
2014,50-54,Female,NA,Colombia
2014,55-59,Female,NA,Colombia
2014,60-64,Female,NA,Colombia
2013,15-19,Female,73.13199304936603,Colombia
2013,20-24,Female,119.59979600152356,Colombia
2013,25-29,Female,100.96842025728776,Colombia
2013,30-34,Female,72.66519851534136,Colombia
2013,35-39,Female,41.44329944621154,Colombia
2013,40-44,Female,14.033897237816275,Colombia
2013,45-49,Female,2.291492546055754,Colombia
2013,50-54,Female,NA,Colombia
2013,55-59,Female,NA,Colombia
2013,60-64,Female,NA,Colombia
2012,15-19,Female,73.13199304936603,Colombia
2012,20-24,Female,119.59979600152356,Colombia
2012,25-29,Female,100.96842025728776,Colombia
2012,30-34,Female,72.66519851534136,Colombia
2012,35-39,Female,41.44329944621154,Colombia
2012,40-44,Female,14.033897237816275,Colombia
2012,45-49,Female,2.291492546055754,Colombia
2012,50-54,Female,NA,Colombia
2012,55-59,Female,NA,Colombia
2012,60-64,Female,NA,Colombia
2011,15-19,Female,73.13199304936603,Colombia
2011,20-24,Female,119.59979600152356,Colombia
2011,25-29,Female,100.96842025728776,Colombia
2011,30-34,Female,72.66519851534136,Colombia
2011,35-39,Female,41.44329944621154,Colombia
2011,40-44,Female,14.033897237816275,Colombia
2011,45-49,Female,2.291492546055754,Colombia
2011,50-54,Female,NA,Colombia
2011,55-59,Female,NA,Colombia
2011,60-64,Female,NA,Colombia
2010,15-19,Female,85.56321193847747,Colombia
2010,20-24,Female,136.28071860280212,Colombia
